City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
68,alice springs,-23.7,133.8833,26.75,22,5,4.12,AU,1727421013
69,kodiak,57.79,-152.4072,2.73,81,0,1.54,US,1727421014
70,timbuktu,16.7735,-3.0074,32.33,41,0,2.21,ML,1727421015
71,west island,-12.1568,96.8225,27.99,74,100,7.2,CC,1727421017
72,aleg,17.0481,-13.9209,29.08,64,100,3.47,MR,1727421018
73,mutoko,-17.397,32.2268,29.02,15,0,1.31,ZW,1727421019
74,faranah,10.0404,-10.7434,21.17,99,100,1.5,GN,1727421021
75,tosham,28.8833,75.9167,33.4,51,7,3.11,IN,1727420859
76,san isidro,-12.1167,-77.05,16.77,86,100,2.57,PE,1727421023
77,bam,29.106,58.357,32.48,16,0,6.19,IR,1727421024
78,nagqu,31.5,92.0,6.07,81,100,0.46,CN,1727420814
79,tofol,5.3248,163.0078,28.66,73,6,2.3,FM,1727421027
80,afaahiti,-17.75,-149.2833,24.93,82,18,3.56,PF,1727421028
81,codrington,-38.2667,141.9667,13.48,70,1,5.04,AU,1727421030
82,zouerate,22.7187,-12.4521,28.76,41,100,2.78,MR,1727421031
83,college,64.8569,-147.8028,5.81,91,75,3.09,US,1727421032
84,iskateley,67.6803,53.1512,11.53,93,100,8.3,RU,1727421033
85,talnakh,69.4865,88.3972,1.67,94,100,4.18,RU,1727420882
86,saint-philippe,-21.3585,55.7679,25.77,74,44,7.24,RE,1727421036
87,new norfolk,-42.7826,147.0587,14.28,57,60,1.07,AU,1727421037
88,las veredas,23.1388,-109.7075,26.09,69,2,1.98,MX,1727420842
89,nar'yan-mar,67.6713,53.087,11.58,93,100,8.28,RU,1727421040
90,kaliua,-5.0606,31.7936,28.97,29,67,2.92,TZ,1727421041
91,margaret river,-33.95,115.0667,13.86,58,64,8.02,AU,1727421042
92,ain sefra,32.75,-0.5833,22.0,47,8,1.4,DZ,1727421044
93,atafu village,-8.5421,-172.5159,27.19,76,100,7.19,TK,1727421045
94,tamanrasset,22.785,5.5228,26.95,28,40,1.54,DZ,1727421046
95,realico,-35.0366,-64.2447,7.89,32,72,4.21,AR,1727421047
96,qaqortoq,60.7167,-46.0333,3.9,86,44,2.38,GL,1727421049
97,amahai,-3.3333,128.9167,27.08,84,93,2.89,ID,1727421050
98,georgetown,5.4112,100.3354,31.96,62,20,5.14,MY,1727421051
99,albany,42.6001,-73.9662,16.23,83,100,1.11,US,1727421053
100,nova sintra,14.8667,-24.7167,23.99,80,100,3.18,CV,1727421054
101,vyritsa,59.4078,30.3481,15.73,90,100,6.51,RU,1727421055
102,ust-nera,64.5667,143.2,4.41,77,100,2.03,RU,1727421056
103,yigo village,13.5361,144.8886,29.3,79,0,4.63,GU,1727421058
104,santa ana,33.7456,-117.8678,18.27,87,0,1.54,US,1727421059
105,touros,-5.1989,-35.4608,24.17,81,56,5.68,BR,1727421060
106,blackmans bay,-43.0167,147.3167,13.62,58,16,1.95,AU,1727421062
107,puerto ayora,-0.7393,-90.3518,19.19,99,90,0.89,EC,1727421063
108,bac lieu,9.285,105.7244,29.14,72,100,3.0,VN,1727420969
109,fortuna,40.5982,-124.1573,10.51,93,0,0.0,US,1727421066
110,akdepe,42.0551,59.3788,19.22,17,0,8.26,TM,1727421067
111,fisterra,42.9049,-9.2629,14.3,68,15,9.23,ES,1727421069
112,nikolayevsk-on-amure,53.1406,140.73,11.11,94,100,0.73,RU,1727421070
113,chiang saen,20.2751,100.0869,32.67,56,100,1.54,TH,1727421072
114,luziania,-16.2525,-47.9503,20.83,35,0,2.39,BR,1727421074
115,lebu,-37.6167,-73.65,6.35,82,90,2.5,CL,1727421075
116,port mathurin,-19.6833,63.4167,22.29,79,15,7.41,MU,1727421076
117,chibougamau,49.9168,-74.3659,11.06,98,100,1.49,CA,1727421078
118,thinadhoo,0.5333,72.9333,28.2,77,100,6.79,MV,1727420978
119,tadmur,34.5608,38.2805,29.46,23,0,2.67,SY,1727421080
120,n'zeto,-7.2312,12.8666,24.96,76,67,2.14,AO,1727421081
121,utrik,11.2278,169.8474,28.62,78,100,6.94,MH,1727421083
122,enewetak,11.3474,162.3373,29.19,75,100,6.33,MH,1727421084
123,changde,29.0464,111.6783,31.07,37,0,1.99,CN,1727420580
124,port-vila,-17.7338,168.3219,22.78,83,20,2.57,VU,1727421069
125,jatai,-17.8814,-51.7144,27.02,38,100,3.25,BR,1727421088
126,fale old settlement,-9.3852,-171.2468,26.76,74,100,4.84,TK,1727421090
127,kavaratti,10.5669,72.642,27.4,81,100,6.71,IN,1727421091
128,praia da vitoria,38.7333,-27.0667,21.16,79,100,4.68,PT,1727421092
129,rotonda west,26.8837,-82.2901,29.43,85,97,12.27,US,1727421094
130,bintulu,3.1667,113.0333,28.14,76,99,2.24,MY,1727421095
131,las tablas,7.7667,-80.2833,25.65,99,96,1.86,PA,1727421096
132,silver city,32.7701,-108.2803,20.9,43,0,1.34,US,1727421098
133,kievka,50.2619,71.5514,9.99,30,72,4.84,KZ,1727421100
134,emerald,-23.5333,148.1667,30.19,16,0,4.0,AU,1727420895
135,kabanjahe,3.1001,98.4908,23.95,72,100,1.68,ID,1727421099
136,longyearbyen,78.2186,15.6401,-0.09,55,75,9.26,SJ,1727421104
137,guingamp,48.4167,-3.3333,10.97,94,100,7.9,FR,1727421105
138,bilibino,68.0546,166.4372,-3.91,84,98,0.46,RU,1727421107
139,thompson,55.7435,-97.8558,13.09,76,100,11.83,CA,1727421108
140,katsuren-haebaru,26.3369,127.8719,32.21,68,75,8.23,JP,1727421109
141,susuman,62.7833,148.1667,5.04,61,8,1.48,RU,1727421112
142,itaborai,-22.7444,-42.8594,24.78,54,0,1.98,BR,1727421113
143,sao tome,0.3365,6.7273,25.67,85,92,3.78,ST,1727421115
144,tolanaro,-25.0319,46.9987,27.13,63,0,2.63,MG,1727421000
145,sumbe,-11.2061,13.8437,23.27,81,21,1.07,AO,1727421117
146,jamestown,42.097,-79.2353,15.8,95,0,3.09,US,1727421118
147,hamilton,39.1834,-84.5333,20.69,94,100,8.75,US,1727421120
148,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,71,0,3.0,RU,1727421121
149,kimbe,-5.5502,150.1429,28.67,79,48,1.2,PG,1727421125
150,puerto baquerizo moreno,-0.9,-89.6,19.86,88,95,4.29,EC,1727421126
151,jambi city,-1.6,103.6167,30.81,69,99,1.05,ID,1727421127
152,bocas del toro,9.3333,-82.25,24.47,78,100,0.85,PA,1727421128
153,bandarbeyla,9.4942,50.8122,31.53,48,100,11.08,SO,1727421130
154,flying fish cove,-10.4217,105.6791,27.82,74,75,4.63,CX,1727421131
155,rongelap,11.1635,166.8941,28.9,75,100,6.41,MH,1727421132
156,kuala belait,4.5833,114.1833,29.45,67,38,3.13,BN,1727421134
157,pajapan,18.25,-94.7,23.64,95,100,1.37,MX,1727421135
158,fortuna foothills,32.6578,-114.4119,29.71,20,0,2.57,US,1727421137
159,mount isa,-20.7333,139.5,30.87,18,0,4.12,AU,1727421138
160,hermosillo,29.0667,-110.9667,31.03,18,0,0.0,MX,1727420688
161,constantia,44.1833,28.65,23.17,72,0,5.69,RO,1727420874
162,inhambane,-23.865,35.3833,25.73,62,24,5.49,MZ,1727421142
163,bull savanna,17.8868,-77.5902,24.89,90,22,3.04,JM,1727421143
164,keflavik,64.0049,-22.5624,5.24,87,75,1.03,IS,1727421145
165,saint-francois,46.4154,3.9054,14.8,70,100,2.06,FR,1727421146
166,ilulissat,69.2167,-51.1,7.01,61,100,3.09,GL,1727421148
167,geraldton,-28.7667,114.6,19.23,63,75,8.23,AU,1727421046
168,muravlenko,63.7898,74.523,5.27,68,100,6.7,RU,1727421150
169,vadso,70.0744,29.7487,7.09,87,75,5.14,NO,1727421152
170,polyarnyy,69.1989,33.4478,7.3,90,100,5.52,RU,1727421153
171,ponta delgada,37.7333,-25.6667,22.4,78,75,1.54,PT,1727421155
172,aasiaat,68.7098,-52.8699,3.81,81,100,3.24,GL,1727421156
173,port lincoln,-34.7333,135.8667,15.88,56,22,7.35,AU,1727421157
174,tual,-5.6667,132.75,27.76,78,83,6.05,ID,1727421158
175,tauranga,-37.6861,176.1667,12.14,71,100,0.89,NZ,1727421160
176,fasa,28.9383,53.6482,32.46,9,0,1.83,IR,1727421161
177,sanchor,24.7553,71.7722,35.35,43,100,3.48,IN,1727421162
178,yakeshi,49.2833,120.7333,21.34,31,100,4.05,CN,1727421005
179,micheweni,-4.9667,39.8333,27.42,62,15,3.37,TZ,1727421165
180,lake albert,-35.1667,147.3833,17.14,43,0,0.89,AU,1727421166
181,pula,44.8683,13.8481,22.31,88,40,4.63,HR,1727421037
182,tazovsky,67.4667,78.7,2.48,69,100,7.35,RU,1727421169
183,hammerfest,70.6634,23.6821,6.25,75,75,6.17,NO,1727421170
184,roma,43.2128,-75.4557,15.06,99,100,0.0,US,1727421034
185,pacific grove,36.6177,-121.9166,15.24,96,0,2.24,US,1727421173
186,undurkhaan,47.3194,110.6556,16.2,69,100,1.1,MN,1727421174
187,jabor,5.921,169.6434,29.2,71,23,2.23,MH,1727421175
188,hanting,36.7708,119.2108,26.56,36,0,2.47,CN,1727420967
189,pointe aux piments,-20.0628,57.5131,27.51,73,1,8.72,MU,1727421178
190,littlefield,33.9173,-102.3249,18.06,52,0,3.0,US,1727421179
191,turkmenbasy,40.0222,52.9552,22.64,26,5,7.92,TM,1727421181
192,east london,-33.0153,27.9116,18.73,58,0,1.22,ZA,1727420937
193,korla,41.7597,86.1469,22.89,31,100,10.32,CN,1727420921
194,dudinka,69.4058,86.1778,1.48,81,100,6.24,RU,1727421184
195,vila franca do campo,37.7167,-25.4333,22.23,99,72,2.56,PT,1727421186
196,newberry,34.2746,-81.6187,24.53,98,100,9.82,US,1727421187
197,north battleford,52.7834,-108.2847,5.05,70,0,5.66,CA,1727421188
198,gadzhiyevo,69.2551,33.3362,7.14,90,100,5.94,RU,1727421189
199,isangel,-19.55,169.2667,22.56,71,23,4.23,VU,1727421191
200,cassano allo ionio,39.783,16.3182,24.22,53,0,2.81,IT,1727421192
201,camara de lobos,32.6333,-16.9667,22.35,78,20,1.54,PT,1727421193
202,avarua,-21.2078,-159.775,22.03,68,75,1.54,CK,1727421199
203,vilyuysk,63.7553,121.6247,6.99,58,100,2.14,RU,1727421200
204,singaraja,-8.112,115.0882,29.3,73,33,1.81,ID,1727420674
205,port douglas,-16.4833,145.4667,24.94,72,30,2.34,AU,1727421203
206,carnarvon,-24.8667,113.6333,21.61,61,0,7.36,AU,1727421204
207,hope,33.6671,-93.5916,19.03,71,0,2.29,US,1727421205
208,peace river,56.2501,-117.286,11.17,57,100,2.06,CA,1727421207
209,pindushi,62.9152,34.58,14.1,89,100,5.85,RU,1727421208
210,kiunga,-6.1219,141.2906,29.33,77,85,0.9,PG,1727421209
211,nuku'alofa,-21.1333,-175.2,21.19,88,20,2.57,TO,1727421211
212,westport,41.1415,-73.3579,19.14,89,100,4.12,US,1727421212
213,port saint john's,-31.6229,29.5448,20.07,58,14,1.42,ZA,1727421214
214,bathsheba,13.2167,-59.5167,27.34,94,20,3.6,BB,1727421217
215,korinthos,37.9407,22.9573,24.38,50,0,2.1,GR,1727421151
216,uruguaiana,-29.7547,-57.0883,11.94,97,22,2.46,BR,1727421220
217,ebon,4.582,168.6964,29.13,71,21,1.23,MH,1727421221
218,guichon,-32.35,-57.2,8.37,96,2,2.77,UY,1727421223
219,dolinsk,47.35,142.8,13.92,89,51,2.49,RU,1727421074
220,maun,-19.9833,23.4167,30.98,13,0,4.88,BW,1727421226
221,zahedan,29.4963,60.8629,30.95,20,0,4.12,IR,1727421228
222,lihue,21.9789,-159.3672,25.77,73,100,5.66,US,1727421229
223,fort st. john,56.2499,-120.8529,6.14,75,100,0.54,CA,1727420932
224,samraong,12.4526,105.5873,29.08,80,100,0.85,KH,1727421232
225,mubende,0.5606,31.39,26.83,45,70,1.21,UG,1727421233
226,banda aceh,5.5577,95.3222,29.37,70,48,2.54,ID,1727421195
227,wuwei,37.9281,102.6414,27.28,33,100,5.63,CN,1727421238
228,beipiao,41.7919,120.7792,22.6,47,0,4.41,CN,1727421007
229,newport,51.5877,-2.9984,9.57,85,100,10.69,GB,1727421158
230,yuzhno-kurilsk,44.0306,145.8556,16.39,98,100,4.11,RU,1727421242
231,laojunmiao,39.8333,97.7333,20.26,28,13,3.9,CN,1727421244
232,putina,-15.4667,-69.4333,7.25,72,90,3.07,PE,1727421245
233,kaa-khem,51.6833,94.7333,9.91,31,12,4.54,RU,1727421246
234,severo-yeniseyskiy,60.3725,93.0408,3.95,49,100,1.27,RU,1727421248
235,brisas barra de suchiate,14.55,-92.2167,26.94,82,100,5.55,MX,1727421249
236,jwaneng,-24.6004,24.7303,26.68,12,13,3.03,BW,1727421250
237,soligalich,59.0778,42.2864,16.54,39,100,6.17,RU,1727421252
238,jalai nur,49.45,117.7,17.17,50,100,3.95,CN,1727421253
239,vorgashor,67.5833,63.95,10.02,89,100,7.02,RU,1727421254
240,tazacorte,28.629,-17.9293,22.54,86,40,4.12,ES,1727421257
241,sault ste. marie,46.5168,-84.3333,13.31,96,0,1.03,CA,1727421258
242,haiku-pauwela,20.9219,-156.3051,24.59,74,20,3.6,US,1727421259
243,tchibanga,-2.85,11.0333,24.59,83,92,1.23,GA,1727421261
244,la ronge,55.1001,-105.2842,8.12,87,0,2.57,CA,1727421262
245,ancud,-41.8697,-73.8203,7.07,81,100,7.2,CL,1727421127
246,welkenraedt,50.6627,5.9733,12.74,80,45,4.47,BE,1727421265
247,nushki,29.5542,66.0215,31.68,14,0,2.86,PK,1727421266
248,cessnock,-32.8333,151.35,16.19,67,85,3.91,AU,1727421190
249,ammanford,51.7928,-3.9883,9.78,82,100,5.73,GB,1727421268
250,auki,-8.7676,160.7034,27.05,82,100,2.48,SB,1727421270
251,piacabucu,-10.4056,-36.4344,22.5,87,65,3.76,BR,1727421271
252,mejit,10.2753,170.8646,28.58,78,17,6.16,MH,1727421272
253,rajula,21.05,71.4333,24.88,94,100,4.26,IN,1727421274
254,alofi,-19.0595,-169.9187,22.94,78,20,5.66,NU,1727421275
255,ekuvukeni,-28.4675,30.1551,17.8,55,99,0.9,ZA,1727421276
256,i-n-salah,27.1935,2.4607,31.33,26,0,3.99,DZ,1727421277
257,karungdong,5.8844,121.263,29.57,67,16,1.1,PH,1727421279
258,sinabang,2.4803,96.3801,29.76,68,98,2.26,ID,1727421280
259,nevel'sk,46.6733,141.8633,15.45,84,6,3.93,RU,1727421281
260,karratha,-20.7377,116.8463,27.17,50,0,9.42,AU,1727421283
261,barrouallie,13.2333,-61.2667,26.86,78,91,3.63,VC,1727421284
262,marquette,46.5333,-87.6335,16.86,89,0,0.89,US,1727421285
263,coruripe,-10.1256,-36.1756,22.38,86,26,4.0,BR,1727421287
264,masterton,-40.9597,175.6575,9.38,97,100,0.89,NZ,1727421023
265,cockburn town,21.4612,-71.1419,29.27,75,52,7.16,TC,1727421289
266,punta del este,-34.9667,-54.95,12.15,98,75,2.68,UY,1727421290
267,andergrove,-21.0833,149.1833,27.03,80,100,2.95,AU,1727421292
268,colonia,50.9333,6.95,14.42,72,20,5.14,DE,1727421293
269,mozhaysk,55.5019,36.0272,17.01,63,100,7.09,RU,1727421294
270,ostroda,53.6967,19.9649,19.89,74,62,8.19,PL,1727421296
271,zeya,53.75,127.2667,17.91,50,100,4.28,RU,1727421297
272,uturoa,-16.7333,-151.4333,26.55,81,12,3.77,PF,1727421299
273,weno,7.4515,151.8468,29.97,79,100,0.0,FM,1727421300
274,sitka,57.0531,-135.33,8.94,81,100,0.0,US,1727421301
275,las tejerias,10.2524,-67.1847,24.11,93,100,1.35,VE,1727421303
276,soc trang,9.6033,105.98,30.2,68,99,3.15,VN,1727421304
277,balkanabat,39.5108,54.3671,23.65,19,1,4.66,TM,1727421306
278,gao,16.6362,1.637,33.23,31,94,2.77,ML,1727421307
279,lithgow,-33.4833,150.15,6.47,91,51,4.74,AU,1727421308
280,kargasok,59.0556,80.8572,3.33,79,100,3.68,RU,1727421309
281,wad az zaki,14.4619,32.2065,33.49,35,10,3.91,SD,1727421311
282,xilin hot,43.9667,116.0333,21.57,49,98,7.07,CN,1727421312
283,selfoss,63.9331,-20.9971,2.77,80,98,2.42,IS,1727421313
284,mably,46.0862,4.0661,14.7,78,41,3.89,FR,1727421315
285,darwin,-12.4611,130.8418,32.75,55,20,3.6,AU,1727420863
286,mumford,5.2618,-0.759,24.54,89,99,2.9,GH,1727421317
287,igarka,67.4667,86.5833,3.17,78,100,4.54,RU,1727421318
288,papatowai,-46.5619,169.4708,6.38,82,100,5.26,NZ,1727421320
289,charters towers,-20.1,146.2667,31.03,27,86,4.16,AU,1727421321
290,pisco,-13.7,-76.2167,17.03,82,100,2.57,PE,1727421166
